Configuration,Address,Name,Description,Area,Area type,Price,Price Unit,No of Bathroom
1 BHK,"Patanjali Yogpeeth, Haridwar",Arogyam,"This beautiful 1 bhk flat in patanjali yogpeeth, haridwar is situated in arogyam, one of the popular residential society in haridwar. The flat is over 510 sq.Ft. Carpet area and comes with 1 bedroom(s), 1 bathroom and 1 balcony. The property is located on the 3rd floor of a 4 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property.",510 sqft,Carpet Area,₹30 Lac,"₹5,882 /sqft",1
3 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar",House is on new sabji mandi main road with two shops and one 1200 square feet godown / hall rental income coming from property 35.000,"2,100 sqft",Plot Area,₹3.25 Cr,"₹15,476 /sqft",2
Plot/Land,"Laksar, Haridwar","Laksar, Haridwar",Near haridwar road laksar prime location.,"2,500 sqft",Plot Area,₹60 Lac,"₹2,400 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,Residential land available for sell.Located in patanjali yogpeeth.Available at an price of rs 3100000.,"1,350 sqft",Plot Area,₹31 Lac,"₹2,296 /sqft",0
2 BHK,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,House situated at crystal world water park at patanjali yogphit all neccary things like school. College hospital and delhi haridwar national highway available at walking distance of 5 minutes 100m of distance .,700 sqft,Plot Area,₹42 Lac,"₹6,000 /sqft",2
10 BHK,"Arya Nagar, Haridwar","Arya Nagar, Haridwar","Interested to sell independent house/villa.It has spacious 10 bedrooms and 8 bathrooms. .Nice furnished enhancing decorplaced at arya nagar.Want to sell it for rs 19000000.It is a 5-10 years old property construction property is well built, a1 construction, property is located in heart of the city, terrace and verandah is available, 2 wheeler parking is also available, bank is near the property.","1,800 sqft",Plot Area,₹1.9 Cr,"₹10,555 /sqft",8
2 BHK,"near Ranipur Mod, Haridwar",Shivlok colony,"Being in th last row of houses, it enjoys the clear veiw of the rajaji national park which is just adjucent to the colony and the air quality is sublime.",839 sqft,Built-up Area,₹37 Lac,"₹4,169 /sqft",1
3 BHK,"Kankhal, Haridwar",Raja Garden,1000 sq foot 2200 carpet area very well construction and two side open and 2 floors pvc worked very well ventilate,"1,000 sqft",Plot Area,₹70 Lac,"₹7,000 /sqft",3
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,"Freehold 100 sq yards plot 
Near to commercials
Park facing 
 Opposite patanjali , on the main highway",927 sqft,Plot Area,₹30 Lac,"₹3,236 /sqft",0
2 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,"There is no leakage/dampness in walls .
There is a own parking space for a vehicle.",775 sqft,Carpet Area,₹20 Lac,"₹2,580 /sqft",2
4 BHK,"Roshanabad, Haridwar","Roshanabad, Haridwar","We have a house/villa available for sale in roshanabad, haridwar. Available at price of rs 60 lacs. It has plot area of 1353 sq ft. It has 4 rk, 4 bathroom, 1 balcony.It is a freehold property","1,353 sqft",Plot Area,₹60 Lac,"₹4,434 /sqft",4
2 BHK,"Industrial Area, Haridwar","Industrial Area, Haridwar","Near madir & shoping mall
Industrial area","1,000 sqft",Plot Area,₹34 Lac,"₹3,400 /sqft",2
Plot/Land,"Jwalapur, Haridwar","Jwalapur, Haridwar",This plot is situated yoga city opposite to patanjali food and herbal park on main laksar haridwar highway,"1,225 sqft",Plot Area,₹14 Lac,"₹1,142 /sqft",0
4 BHK,"BHEL, Haridwar",Subhash Nagar,Note: Rs. 15000 rent collection per month.,"2,100 sqft",Plot Area,₹60 Lac,"₹2,500 /sqft",3
Plot/Land,"pul jatwara, Haridwar",Ramavihar colony,1000 sq feet plot in a colony of nearly 380 residents.,"1,000 sqft",Plot Area,₹18 Lac,"₹1,800 /sqft",0
2 BHK,"Sidcul , Haridwar",Mantra Happy Homes,"Residential apartment for sell.The property has 2 bedrooms with 2 bathrooms .It is a semifurnished property.Located in sidcul .Property is built in 796.00 sq.Ft.(Builtup area) , 1035 (Plot area)available at an expected price of rs 4000000.Located on 8th floor out of the 9 the property comes with a good construction quality which ages 5-10 years old property.Common parking is available.",950 sqft,Super Built-up Area,₹40 Lac,"₹4,210 /sqft",2
1 BHK,"Kankhal, Haridwar",vaishnavi appartment 1,"We are the proud owners of this 1 bhk apartment available in vaishnavi appartment 1, kankhal, haridwar. This it is a and the unit is located on 3rd floor and has a super built-Up area of 550 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.",550 sqft,Super Built-up Area,₹25 Lac,"₹4,545 /sqft",1
3 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,Full furnished and ready to move in,"1,645 sqft",Super Built-up Area,₹75 Lac,"₹4,559 /sqft",3
Plot/Land,"Aneki Hetmapur, Haridwar",Roshnabad,"Residential property, negotiations will be done on table only. On road plot, two side open, main road facing, ready to build your dream home in haridwar, just 16.2 kilometres away from har ki pauri, boundry wall, near oxford school haridwar.","2,690 sqft",Plot Area,₹40 Lac,"₹1,635 /sqft",0
3 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,"Located in the popular residential address of jwalapur, haridwar, the vardhman jurs country is one of the most preferred destination for apartments in haridwar. This 3 bhk flat is your ticket to be a part of this community. The flat is over 1645 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 7 floors in total and the flat for sa...","1,645 sqft",Super Built-up Area,₹82 Lac,"₹4,984 /sqft",3
Plot/Land,Opp. Patanjali Hebal Food Park Laksar Road Haridwar,"Opp. Patanjali Hebal Food Park Laksar Road, Haridwar","Opp. Near patanjali herbal food park, on laksar- Haridwar main road colony",918 sqft,Plot Area,₹20.2 Lac,"₹2,200 /sqft",0
Plot/Land,"Aneki Hetmapur, Haridwar","Aneki Hetmapur, Haridwar","About property
Address: Navodaya nagar colony
Roshanabad, haridwar
I have a plot available for sale in navodaya nagar colony
Roshanabad , haridwar. It has plot area of 22080 sq ft. It is a freehold property","22,080 sqft",Plot Area,₹5 Cr,"₹2,264 /sqft",0
9 BHK,"Kharkhari, Haridwar","Kharkhari, Haridwar","Nice good location 
Near gurudwara/railway crossing","2,550 sqft",Plot Area,₹4.5 Cr,"₹17,647 /sqft",9
2 BHK,Gajiwali Haridwar,Emerald Riviera,In a gated society. Best for family.,"1,000 sqft",Plot Area,₹27 Lac,"₹2,700 /sqft",2
1 BHK,"Kankhal, Haridwar",Gayatri Lok Apartment,"This lovely 1 bhk apartment/flat in kankhal is available for sale in one of haridwar's most popular projects, gayatri lok apartment. The flat occupies a carpet area of 864 sq.Ft. That consists of 1 bedroom, 1 bathroom and 2 balconies 1 hall. In from of ma ganga prime location, peaceful society with temple inside the society.",864 sqft,Carpet Area,₹27 Lac,"₹3,125 /sqft",1
Plot/Land,"Subhash Nagar, Haridwar",Subhash Nagar,It's a last plot... So you can have better ventilation and car parking option.,"1,225 sqft",Plot Area,₹37.36 Lac,"₹3,050 /sqft",0
1 BHK,"Haripur Kalan, Haridwar",JMD 3,"1.This property is in front of the highway connecting haridwar to delhi (Just 300 meters away from bus stop on highway).
2.The famous shantikunj vishwavidyalay is just few meters away.
3. There are two ghats of gangaji just a kilometer from this property.",579 sqft,Carpet Area,₹20 Lac,"₹3,454 /sqft",1
2 BHK,"Bahadarabad, Haridwar",Raghunath Residency,"Spacious room, well ventilated, ac fitted in all rooms, wooden floor in master bedroom, back up power supply, chimney fitted, east facing","1,250 sqft",Super Built-up Area,₹48 Lac,"₹3,840 /sqft",2
12 BHK,"Pherupur, Haridwar","Pherupur, Haridwar",Plot size- 1350 Front- 45 Depth - 30 Flores - 3 In first floor 3 rooms size 10x15 One room 1010 One bathroom attached with bedroom and second is common One kitchen Second floor is make for rental purposes 2 two rooms set with kitchen and separate bathroom And one room for single use Total 5 rooms 2 kitchen 2 bathroom 3 latrine in second floor In 3rd floor One room is 10x15 One room is 15x15 One...,"1,350 sqft",Plot Area,₹1.2 Cr,"₹8,888 /sqft",6
5 BHK,"Roshanabad, Haridwar","Roshanabad, Haridwar","A house for rent business is good for choice 
Having 5 rooms with attached kitchen in all rooms","1,030 sqft",Plot Area,₹33 Lac,"₹3,398 /sqft",4
3 BHK,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,Very beautiful place park facing very good location and beautiful place house,852 sqft,Plot Area,₹42.5 Lac,"₹4,988 /sqft",3
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar",Its a park facing property in a gated society vardaye residency. Its very near to patanjali yogpeeth and crystal world. 100 mtrs away from the nh- 334,960 sqft,Plot Area,₹38 Lac,"₹3,958 /sqft",0
3 BHK,"Kankhal, Haridwar",sandesh nagar,One of posh localities and near by daksh mandir and 10 min walk from main delhi haridwar highway and space for car parking at stilt.,"2,200 sqft",Built-up Area,₹1.1 Cr,"₹5,500 /sqft",2
3 BHK,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar",Interested to sell independent house/villa.Placed at jagjeetpur.It has spacious 3 bedrooms and 2 bathrooms. .Want to sell it for rs 2950000.It is a 0-1 years old property construction,558 sqft,Plot Area,₹29.5 Lac,"₹5,286 /sqft",2
Plot/Land,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","Land is available with 450 feet front on road, road have both side connectivity with highways via bahadrabad bypass & ring road. Back side sahara residential colony with lots of residential facilities of maxwell hospital , degree collage, care collage , inter collage, bahadrabad market are all almost 1 km aways.","1,080,287 sqft",Plot Area,₹70 Cr,₹648 /sqft,0
4 BHK,"Haripur Kalan, Haridwar","Haripur Kalan, Haridwar","Independent house/villa with two floors available for sale in birla farms, near dev sanskriti vishwavidalaya in haridwar for rs 1 crore . All rooms in ground floor fitted with best quality marbles.","2,000 sqft",Plot Area,₹1 Cr,"₹5,000 /sqft",3
2 BHK,"Satyam Vihar Colony, Haridwar","Satyam Vihar Colony, Haridwar","This is a builder floor available for sale in satyam vihar, haridwar. Available at price of rs 23.5 lacs. It has super area of 800 sq ft. It has 2 bhk, 2 bathroom, one balcony plus separate washing area. It is a freehold property. Road facing. Har ki pauri is around 5km. Shanti kunj, gayatri parivar is at walkable distance. Price negotiable. Additional discount in price can be considered if rea...",800 sqft,Super Built-up Area,₹23.5 Lac,"₹2,937 /sqft",2
Plot/Land,"Vidya Vihar Colony, Haridwar","Vidya Vihar Colony, Haridwar",Plot ka entrance ek gali se hai jo shuruaat mein 10 ft chaudi hai aur plot mein pahunchne tak 5ft chaudi hai.,"2,900 sqft",Plot Area,₹75 Lac,"₹2,563 /sqft",0
5 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","Peacful atmosphere, near by main market, hospital, highway and bus stand. Located in well established area.","1,000 sqft",Plot Area,₹50 Lac,"₹5,000 /sqft",1
2 BHK,"Sidcul NH 73, Haridwar",Antriksh NRI City,Full security gated community. Walking distance to pentagon mall. Nearby dps school,915 sqft,Super Built-up Area,₹38 Lac,"₹4,153 /sqft",2
2 BHK,"Jamalpur Kalan, Haridwar","Jamalpur Kalan, Haridwar","400ft   2       50            17 ft he   25ft    21.5ft      3    ,1  ,1  ,1  +     1 ,1   10*10      fulli       1.5",400 sqft,Plot Area,₹25 Lac,"₹6,250 /sqft",2
1 BHK,"Badheri Rajputan, Haridwar",Eminent Aarogyam,Newly renovated fully furnished 1bhk with modular kitchen and ample ventilation. Patanjali is just 5-7 minutes away while haridwar main city is about 10 minites drive.,850 sqft,Carpet Area,₹34.5 Lac,"₹4,058 /sqft",1
7 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar",Spacious rooms and the house is situated on broad and open road .,"2,152 sqft",Plot Area,₹4 Cr,"₹18,581 /sqft",4
1 BHK,"Sidcul , Haridwar","Sidcul , Haridwar",Independent/builder floor is available for sell.It has good design of 1 bedroom. Non-Stop water supply in 1 bathroom .It has been semifurnished.Situated in sidcul .Area of the construction is 425.00 sq.Ft.(Builtup area).Located on ground floor out of 1.Construction ages only 1-5 years old property,450 sqft,Super Built-up Area,₹20 Lac,"₹4,445 /sqft",1
2 BHK,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,Interested to sell independent house/villa.Placed at patanjali yogpeeth.It has spacious 2 bedrooms and 2 bathrooms. .Want to sell it for rs 4500000.It is a 1-5 years old property construction,798 sqft,Plot Area,₹45 Lac,"₹5,625 /sqft",2
Plot/Land,"Ranipur, Haridwar","Ranipur, Haridwar",Residential plot for resale in ranipur ranipur,"1,600 sqft",Plot Area,₹20.8 Lac,"₹1,300 /sqft",0
3 BHK,vikas colony near vishal megha mart Ranipur haridwar,sainy apartment,"This property is situated at the center of haridwar main city nearby ganga ghat and all the restaurant, mall, bank and hospital are available under 1km distance","1,100 sqft",Carpet Area,₹59.5 Lac,"₹5,409 /sqft",2
12 BHK,"Salempur, Haridwar","Salempur, Haridwar","Selling because need urgent money On road property of salempur main road. 12bhk on three floors 11 rooms , each room having a separate kitchen and bathroom Full ventilated Superb quality construction with quality materials used One shop on ground about 150sqft Parking for more than 7 bikes Seaparte meters for each room Getting 40000 rent per month already. Best property for investment in the ar...","1,200 sqft",Plot Area,₹75 Lac,"₹6,250 /sqft",12
Plot/Land,"Jagjeetpur, Haridwar",raja garden enclave,"I am looking for buyer to purchase land available for sale in jagjeetpur, haridwar. Available at price of rs 5500000. It has plot area of 1110 sqft. It is a freehold property","1,110 sqft",Plot Area,₹55 Lac,"₹4,954 /sqft",0
2 BHK,vip colony suman nagar bahadrabad haridwar 249402,"vip colony suman nagar bahadrabad haridwar 249402, Haridwar","I have a house/villa available for sale in vip colony suman nagar bahadrabad haridwar 249402, haridwar. Available at price of rs 18 lacs. It has plot area of 800 sq ft. It has 2 bhk, 2 bathroom, 1 balcony.It is a freehold property",800 sqft,Plot Area,₹18 Lac,"₹2,250 /sqft",2
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","Three adjacent plots are available each measuring 1316 sq ft , west facing property , prime location in first row of suman nagar, haridwar","1,316 sqft",Plot Area,₹15.79 Lac,"₹1,200 /sqft",0
3 BHK,"Subhash Nagar, Haridwar","Subhash Nagar, Haridwar","Nearby bhel township 
Nearby dps school
Nearby jawalapur market
Nearby patanjali yogpeeth
Nearby har ki pauri
Pet friendly society","1,280 sqft",Plot Area,₹53 Lac,"₹4,140 /sqft",2
2 BHK,"Bahadarabad, Haridwar",r k puram colony,2bhk flat on third floor with roof right,800 sqft,Carpet Area,₹25 Lac,"₹3,125 /sqft",2
1 BHK,"Bahadarabad, Haridwar",Eminent Aarogyam Apartments,Studio apartment for sell.The property has 1 bedroom with 1 bathroom .It is a furnished property.Located in bahadarabad.Available at an expected price of rs 3000000.Located on 4th floor out of the 5 the property comes with a good construction quality which ages 1-5 years old property,500 sqft,Carpet Area,₹30 Lac,"₹6,000 /sqft",1
Plot/Land,"meena enclave, Haridwar","meena enclave, Haridwar","East facing 
Comercial registry","2,100 sqft",Plot Area,₹3.25 Cr,"₹15,476 /sqft",0
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar",Property is good for rental purpose.,900 sqft,Plot Area,₹28.5 Lac,"₹3,166 /sqft",0
4 BHK,"Patanjali Yogpeeth, Haridwar",Aarvanss Sanskriti Vihar,"I am looking for buyer to purchase house/villa available for sale in jwalapur, haridwar. Available at price of rs 1.2 crores. It has plot area of 1100 sq ft. It has 4 bhk, 3 bathroom, 1 balcony.It is a freehold property","1,100 sqft",Plot Area,₹1.2 Cr,"₹10,909 /sqft",3
5 BHK,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","We are proud owners of house/villa available for sale in bahadrabad, haridwar. Available at price of rs 36 lacs. It has plot area of 840 sq ft. It has 5 bhk, 4 bathroom, balcony.It is a freehold property",840 sqft,Plot Area,₹36 Lac,"₹4,285 /sqft",4
1 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,"Looking for buyer to purchase our studio apartment available for sale in roshanabad, haridwar. Available at price of rs 13 lacs. It has super area of 385 sq ft. It has , 1 balcony.It is a freehold property",385 sqft,Super Built-up Area,₹13 Lac,"₹3,376 /sqft",0
1 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,"We have a studio apartment available for sale in roshanabad, haridwar. Available at price of rs 10 lacs. It has super area of 385 sq ft. It has , 1 balcony.It is a freehold property",385 sqft,Super Built-up Area,₹10 Lac,"₹2,597 /sqft",0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar",Residential land available for sell.Located in suman nagar.Available at an price of rs 650000.,"1,125 sqft",Plot Area,₹6.5 Lac,₹577 /sqft,0
6 BHK,"Shivalik Nagar, Haridwar",L block,"Residential property, can be used as commercial property
One can rebuild and make showroom
On road property with ample space for parking for customers.","1,440 sqft",Plot Area,₹2.8 Cr,"₹19,444 /sqft",4
2 BHK,Near Haridwar Gree Appartment Navodya Nagar,Sidharth Enclave,"New build large size room, and well maintained home","1,440 sqft",Plot Area,₹57 Lac,"₹3,958 /sqft",2
Plot/Land,"Kankhal, Haridwar",Raja Garden,"Planning to purchase a plot in haridwar? This plot in kankhal is situated in one of the excellent locations of the city. This 1400 sq.Ft. Super built up area plot is your opportunity to build a exceptional residence. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. Currently the nature of ownership of the property is freehold. The e...","1,400 sqft",Plot Area,₹35 Lac,"₹2,500 /sqft",0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","I am saleing my plot which are available in suman nagar haridwar near hiway
Plot can be used for house or commercial purposes also. This is approx. 8 km from har ki peri.","1,800 sqft",Plot Area,₹32 Lac,"₹1,777 /sqft",0
Plot/Land,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar","Few mtrs from highway
In a well settled residential colony 
Have two side opening east facing plot
Nearby market school and hospital and police station
Nearby park 
Nearby petrolpump etc","1,850 sqft",Plot Area,₹53 Lac,"₹2,864 /sqft",0
Plot/Land,"Missarpur, Haridwar","Missarpur, Haridwar",5 min from upcoming medical colleges in haridwar and dav school,"2,152 sqft",Plot Area,₹1.5 Cr,"₹6,970 /sqft",0
5 BHK,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,We want to sale our house only coz of my work,"1,000 sqft",Carpet Area,₹42 Lac,"₹4,200 /sqft",3
2 BHK,"Shyampur, Haridwar","Shyampur, Haridwar",Villa in ganga kinare with beautiful view. Approachable road easy connectivity. Private ganga ghat gated society and 8% assured rental.,"1,500 sqft",Plot Area,₹95 Lac,"₹6,333 /sqft",2
Plot/Land,"Shahpur Shitala Khera, Haridwar","Shahpur Shitala Khera, Haridwar","On highway  property best location 
Far from river bank only 3 km","1,742,399 sqft",Plot Area,₹90 Lac,₹5 /sqft,0
Plot/Land,"Patanjali Yogpeeth, Haridwar","SHIVALIK ENCLAVE ,SHANTARSAH","Its just behind patanjali yog peeth , front side 20 feet road , in developed locality , good appreciation in short time . Pleasant surroundings.","2,000 sqft",Plot Area,₹50 Lac,"₹2,500 /sqft",0
Plot/Land,"Shyampur, Haridwar","Shyampur, Haridwar","Picturesque location, lush green mountains on one side
100 metres from haridwar-Nainital highway
100 metres from ganga river","40,000 sqft",Plot Area,₹12 Cr,"₹3,000 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,"Corner plot 
2 side open 
Park facing
East facing
Perfect plot size to build house. Plot ready for construction
Society includes community hall, kids park, yoga park, open gym and many other parks
Approximately 70% of plots are occupied by residents and live there currently.
Well developed society with all essential amenities 
Reasonable price","1,550 sqft",Plot Area,₹58.9 Lac,"₹3,800 /sqft",0
1 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,"Beautiful 1 bhk apartment for sale in haridwar greens, sidcul. It is located on 6th floor which has awesome view. It has wardrobe, kitchen, fans, lighting and open parking for 4 wheeler.",485 sqft,Super Built-up Area,₹12 Lac,"₹3,000 /sqft",1
4 BHK,"Kankhal, Haridwar","Kankhal, Haridwar",4bhk residential house for resale in kankhal kankhal,"3,500 sqft",Built-up Area,₹4 Cr,"₹11,428 /sqft",2
4 BHK,"Kankhal, Haridwar","Kankhal, Haridwar",4bhk residential house for resale in kankhal kankhal,"3,500 sqft",Built-up Area,₹6 Cr,"₹17,143 /sqft",2
5 BHK,"Bilkeshwar Colony, Haridwar","Bilkeshwar Colony, Haridwar","Corner property, three side open. Built in 430 sq yard. 1 km from birla ghat. 800 metres from laltero bridge. Green peaceful gated colony.","3,870 sqft",Plot Area,₹5.85 Cr,"₹15,116 /sqft",4
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar",A beautiful society in patanjali yogpeeth haridwar.,929 sqft,Plot Area,₹26 Lac,"₹2,798 /sqft",0
Plot/Land,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar","Looking for buyer to purchase our land available for sale in shivalik, silchar. Available at price of rs 50 lacs. It has plot area of 3600 sq ft. It is a freehold property","3,600 sqft",Plot Area,₹50 Lac,"₹1,388 /sqft",0
3 BHK,"Kankhal, Haridwar",Kartikya Apartment,Video of the property also available contact now,"1,100 sqft",Built-up Area,₹30 Lac,"₹3,333 /sqft",2
1 BHK,"Badheri Rajputan, Haridwar",Shubharambh,Property highlights: - 1 bedrooms - Panoramic ganges views - Serene garden - Modern kitchen - Ample parking - Secure neighborhood Additional features: - Rera and hrda approved - Located within a 105 begha walled community - Internal market - 3 huge parks - Temple - 9-Meter roads - 300 meters from nh334 - Opposite crystal world - 1.5 km from patanjali yogpeth Let's schedule a viewing at your con...,560 sqft,Plot Area,₹21 Lac,"₹3,134 /sqft",1
Plot/Land,"Jwalapur, Haridwar","Jwalapur, Haridwar",Two side open behind dps school,"1,000 sqft",Plot Area,₹24 Lac,"₹2,400 /sqft",0
1 BHK,"Kankhal, Haridwar",Vaishnavi Apartment,Cheapest flat in kankhal near rk mission hospital,500 sqft,Carpet Area,₹25 Lac,"₹5,000 /sqft",1
Plot/Land,"Jagjeetpur, Haridwar",dwarka Vihar phase 2,The ownership is freehold type. Hda approved ..,"1,050 sqft",Plot Area,₹36 Lac,"₹3,600 /sqft",0
Plot/Land,"Sidcul , Haridwar",palm city,"Prelaunching a residential plots awaited hrda awaited looking for buyer to purchase our land available for sale in sidcul, haridwar. Available at price of rs 30 lacs. It has plot area of 1000 sq ft. It is a freehold property","1,000 sqft",Plot Area,₹30 Lac,"₹3,000 /sqft",0
3 BHK,"Sitapur, Haridwar","Sitapur, Haridwar","3bhk residential house for resale in sitapur ganesh vihar, sitapur, jawalapur, harixwar","1,008 sqft",Carpet Area,₹38 Lac,"₹3,175 /sqft",3
Plot/Land,"Roshanabad, Haridwar","Roshanabad, Haridwar","I have a land available for sale in roshanabad, haridwar. Available at price of rs 12 lacs. It has plot area of 1080 sq ft. It is a freehold property","1,080 sqft",Plot Area,₹12 Lac,"₹1,111 /sqft",0
2 BHK,"office, Haridwar",vaishnavi residency,"I am looking for buyer to purchase house/villa available for sale in office, haridwar. Available at price of rs 15 lacs. It has plot area of 390 sq ft. It has 2 bhk, 1 bathroom, 0 balcony.It is a freehold property",390 sqft,Plot Area,₹15 Lac,"₹3,846 /sqft",1
6 BHK,"Subhash Nagar, Haridwar","Subhash Nagar, Haridwar","Very peace full area near of every important localities such as market ,school ,medicals",923 sqft,Plot Area,₹55 Lac,"₹5,958 /sqft",4
Plot/Land,"Patanjali Yogpeeth, Haridwar",Shree Ved City,"Near patanjali ayurved limited 
Near to national highway
Near to har ki paudi in few minutes 
Residential 
Gated society 
Gaurded 24x7 security 
Uttam distillery is very close
School
Market
Hospital 
Connectivity is frequent
Open environment 
Natural air and water
Electricity 24x7
Water 24x7
No dealer( Direct seller)",980 sqft,Plot Area,₹30 Lac,"₹3,061 /sqft",0
2 BHK,"Suman Nagar, Haridwar","Suman Nagar, Haridwar",Ab ghar hoga apna bahut hi kam price m,"1,000 sqft",Plot Area,₹19 Lac,"₹1,900 /sqft",2
3 BHK,"Shivalik Nagar, Haridwar",Manu Green,"Looking for buyer to purchase our house/villa available for sale in shivalik nagar, haridwar. Available at price of rs 75 lacs. It has plot area of 1071 sqft. It has 3 bhk, 2 bathroom, 1 balcony.It is a freehold property","1,071 sqft",Plot Area,₹75 Lac,"₹7,002 /sqft",2
2 BHK,"Ganpati Dham phase 3, Haridwar","Ganpati Dham phase 3, Haridwar",Near ring road exit. No traffic noise,"1,000 sqft",Plot Area,₹60 Lac,"₹6,000 /sqft",2
6 BHK,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","Two side road, near govt.Madical college & hope hospital, all reputed public schools hub. Like dav, dps, sgrr, maharshi vidya mandir etc.","1,200 sqft",Plot Area,₹80 Lac,"₹6,666 /sqft",4
2 BHK,Gajiwali Haridwar,Emerald Riviera,This property have a personal ganga ghat .Club house pool and mountain view,900 sqft,Super Built-up Area,₹73 Lac,"₹8,111 /sqft",2
3 BHK,"Shivalik Nagar, Haridwar",Manu Green,"Shivalik nagar is one of haridwar's most sought after destination for residential houses and this 3 bhk house in shivalik nagar is your opportunity to be a part of this community. This residential property boasts proximity to key landmarks like close to hospital, close to market and close to school. The house has over super built up area of 1071 sq.Ft. And comes with 3 bedrooms, 2 bathrooms and...","1,071 sqft",Plot Area,₹80 Lac,"₹7,469 /sqft",2
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","I am owner of this plot, not a dealer or agent. I am sale my plot. All papers completed along with mutation ( Dakhil kharij). All mandatory paper is completed",900 sqft,Plot Area,₹8.5 Lac,₹944 /sqft,0
6 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar","The property is in a prime location, east-Facing, adjoining park . The property is located in a posh area.","2,152 sqft",Plot Area,₹4 Cr,"₹18,581 /sqft",2
5 BHK,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","I am looking for buyer to purchase house/villa available for sale in bahadarabad, haridwar. Available at price of rs 5500000. It has plot area of 1400 sq ft. It has 5 bhk, 5 bathroom, 0 balcony.It is a freehold property","1,400 sqft",Plot Area,₹55 Lac,"₹3,928 /sqft",5
2 BHK,"Suman Nagar, Haridwar",AV Suman Nagar THDC Colony,"Prime location, east facing, semi furnished, loan facility also available, peaceful area, mountain view, own garden.",800 sqft,Plot Area,₹38 Lac,"₹4,750 /sqft",2
4 BHK,"Devpura, Haridwar","Devpura, Haridwar",We have this house in centre of the city all things are near,750 sqft,Plot Area,₹70 Lac,"₹9,333 /sqft",3
3 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar",Park and good road sidcul 10km haridwar station,"1,800 sqft",Plot Area,₹1.44 Cr,"₹8,000 /sqft",2
Plot/Land,"Govindpuri, Haridwar","Govindpuri, Haridwar","2000 soft residential/commercial plot available for sale in middle of haridwar city at vikas colony, near vishal mega mart, in sanskriti school gully.","2,000 sqft",Plot Area,₹1.9 Cr,"₹9,500 /sqft",0
1 BHK,Gajiwali Haridwar,Emerald Riviera,"Find tranquility by the ganges: Stunning 1 bhk in gated community Immerse yourself in peace and serenity with this exquisite 1 bhk fully furnished apartment. Nestled within a well-Developed society on the banks of the holy ganges river, this property offers the perfect blend of modern comfort and spiritual rejuvenation. Embrace the tranquil ganges lifestyle: Unwind by the river: Wake up to the ...",600 sqft,Super Built-up Area,₹40 Lac,"₹6,666 /sqft",1
Plot/Land,"https maps app goo glfbqrichhjppspfvm6, Haridwar","https maps app goo glfbqrichhjppspfvm6, Haridwar","I am looking for buyer to purchase land available for sale in app goo glfbqrichhjppspfvm6, haridwar. Available at price of rs 1600000. It has plot area of 2550 sq ft. It is a freehold property","2,550 sqft",Plot Area,₹16 Lac,₹627 /sqft,0
